12	2	1.026e+03	8.820e-01	1.0000e+09
101.9    0.0    40.8    249.560
103.0    0.0    38.8    280.300
104.2    0.0    36.7    312.637
105.2    0.0    34.6    346.167
106.2    0.0    32.5    380.468
107.2    0.0    30.3    415.102
108.1    0.0    28.1    449.616
108.9    0.0    25.8    483.549
109.7    0.0    23.5    516.433
110.4    0.0    21.2    547.805
111.0    0.0    18.9    577.208
111.5    0.0    16.5    604.203
